Timestamp,Soilmoisture,Lightlevel,Temperature,Health_status
2025-03-01 00:00:00,50.0,397.58387064319237,23.321858975829738,Plant is healthy All Good!
2025-03-01 01:00:00,49.27149752909805,554.9688624517764,24.761707331516227,Plant is healthy All Good!
2025-03-01 02:00:00,47.890255508093844,890.8730119316825,25.29335411556514,Plant is healthy All Good!
2025-03-01 03:00:00,46.9473963062719,707.4894533836292,27.07879828342949,Plant is healthy All Good!
2025-03-01 04:00:00,45.9139524347221,1000.0,26.64068785747502,Plant is healthy All Good!
2025-03-01 05:00:00,44.05751999425347,1000.0,26.403498165727804,Plant is healthy All Good!
2025-03-01 06:00:00,42.83582968271875,912.1732380227216,25.60222457477682,Plant is healthy All Good!
2025-03-01 07:00:00,41.88007343568454,1000.0,27.741310675214194,Plant is healthy All Good!
2025-03-01 08:00:00,40.54124499457597,898.9277816918183,25.187186552935444,Plant is healthy All Good!
2025-03-01 09:00:00,39.66324817925805,1000.0,25.095263645472524,Plant is healthy All Good!
2025-03-01 10:00:00,39.08012280423279,620.9925899394814,22.712010479724988,Plant is healthy All Good!
2025-03-01 11:00:00,38.49906322784464,774.6773404498185,24.372661573067667,Plant is healthy All Good!
2025-03-01 12:00:00,36.91997208713798,301.03992472163026,21.019445853851632,Plant is healthy All Good!
2025-03-01 13:00:00,35.96753807391828,411.57995650816616,19.496139627542362,Plant is healthy All Good!
2025-03-01 14:00:00,34.50255360933408,96.47707626111594,20.165385477889203,Low light Plant needs more light
2025-03-01 15:00:00,33.274305063569976,178.1848259480219,18.199370270634446,Low light Plant needs more light
2025-03-01 16:00:00,31.56863367977052,0.0,17.390286723695727,Low light Plant needs more light
2025-03-01 17:00:00,30.63800315172652,17.317803964961342,17.300173469542038,Low light Plant needs more light
2025-03-01 18:00:00,28.853354975034808,28.572062425300032,16.99715647066871,Low moisture Plant needs more water
2025-03-01 19:00:00,27.57025274263813,0.0,16.468504968448617,Low moisture Plant needs more water
2025-03-01 20:00:00,26.966573960351575,0.0,18.40724984900847,Low moisture Plant needs more water
2025-03-01 21:00:00,25.972271247187926,1.4109892524084557,17.460728727622023,Low moisture Plant needs more water
2025-03-01 22:00:00,25.45320498386953,447.5690048357176,20.569802707462316,Low moisture Plant needs more water
2025-03-01 23:00:00,24.634008315067064,333.9596380142225,22.67951768280066,Low moisture Plant needs more water
2025-03-02 00:00:00,23.44233521931465,317.70808566186804,23.933754527085952,Low moisture Plant needs more water
2025-03-02 01:00:00,21.839716197555443,605.9345412254445,24.85416836260823,Low moisture Plant needs more water
2025-03-02 02:00:00,20.7370707619883,613.4513479028776,22.63684272107583,Low moisture Plant needs more water
2025-03-02 03:00:00,70.0,1000.0,27.461528743107287,Plant is healthy All Good!
2025-03-02 04:00:00,68.96190697565171,753.2283255146631,27.663003388444835,Plant is healthy All Good!
2025-03-02 05:00:00,68.08028370109741,957.3965817297517,28.392672880671462,Too Hot Plant should be exposed to less heat
2025-03-02 06:00:00,67.23684254512567,962.0827281428873,26.551500862883017,Plant is healthy All Good!
2025-03-02 07:00:00,65.4624919114506,931.9999168322461,28.12193519614434,Too Hot Plant should be exposed to less heat
2025-03-02 08:00:00,64.78508557784261,747.8576860219653,27.10090230026117,Plant is healthy All Good!
2025-03-02 09:00:00,64.00578617213637,999.2895360498856,24.62549910255202,Plant is healthy All Good!
2025-03-02 10:00:00,63.14372657071815,903.0061801410175,25.701425192956666,Plant is healthy All Good!
2025-03-02 11:00:00,61.2706575850315,453.41949730422334,22.87335068801785,Plant is healthy All Good!
2025-03-02 12:00:00,59.78235235677311,326.2480075672073,21.49482036998288,Plant is healthy All Good!
2025-03-02 13:00:00,58.1783063783529,366.7691940980227,19.52502372369795,Plant is healthy All Good!
2025-03-02 14:00:00,56.871979220520195,180.06719910622067,20.171469854656024,Low light Plant needs more light
2025-03-02 15:00:00,54.89662420045903,130.95774708502165,17.65316432335932,Low light Plant needs more light
2025-03-02 16:00:00,53.94851286041409,0.0,19.420264634828882,Low light Plant needs more light
2025-03-02 17:00:00,52.80431163829832,215.14451297935773,15.350693080011064,Plant is healthy All Good!
2025-03-02 18:00:00,51.58883466463259,135.63372880618113,17.159409977663525,Low light Plant needs more light
2025-03-02 19:00:00,50.5640473727159,85.08727532695889,16.80122408257152,Low light Plant needs more light
2025-03-02 20:00:00,48.60156222456535,0.0,16.964481180755186,Low light Plant needs more light
2025-03-02 21:00:00,47.26883596734045,41.972968193504855,19.67160767864778,Low light Plant needs more light
